1,1,53.18,61.31,124.88,57.44,1,1,1.0
1,2,311.7,0.0,400.46999999999997,111.46,1,1,1.0
1,3,96.0,0.0,236.35000000000002,59.83,1,1,1.0
2,1,35.96,57.96,119.87,55.77,1,1,1.0
2,2,310.85,0.0,400.17999999999995,111.47,1,1,1.0
2,3,96.0,0.0,236.35000000000002,59.83,1,1,1.0
3,1,18.75,54.62,114.85,54.080000000000005,1,1,1.0
3,2,310.0,0.0,399.88,111.48,1,1,1.0
3,3,95.12,0.0,237.92000000000002,60.9,1,1,1.0
4,1,7.4,51.86,107.07,52.89,1,1,1.0
4,2,309.15,0.0,399.59000000000003,111.49,1,1,1.0
4,3,94.25,0.0,239.48000000000002,61.96,1,1,1.0
5,1,0.3,48.2,95.05,52.61,1,1,1.0
5,2,308.3,0.0,399.3,111.5,1,1,1.0
5,3,93.38,0.0,241.03000000000003,63.03,1,1,1.0
6,1,0.15,45.9,76.08,50.96,1,1,1.0
6,2,308.3,0.0,398.37999999999994,111.5,1,1,1.0
6,3,92.5,0.0,242.60000000000002,64.1,1,1,1.0
7,1,0.0,43.6,57.1,49.32,1,1,1.0
7,2,308.3,0.0,397.46,111.5,1,1,1.0
7,3,92.5,0.0,242.60000000000002,63.86,1,1,1.0
8,1,0.0,45.25,41.1,42.41,1,1,1.0
8,2,308.3,0.0,396.54,111.5,1,1,1.0
8,3,92.5,0.0,242.60000000000002,63.62,1,1,1.0
9,1,0.0,46.9,25.1,35.50000000000001,1,1,1.0
9,2,308.3,0.0,395.61999999999995,111.5,1,1,1.0
9,3,92.5,0.0,242.60000000000002,63.38,1,1,1.0
10,2,308.3,0.0,394.7,111.5,1,1,1.0
10,3,92.5,0.0,242.60000000000002,63.14,1,1,1.0
11,2,308.13,0.0,394.84000000000003,111.36,1,1,1.0
11,3,92.5,0.0,242.60000000000002,62.9,1,1,1.0
12,4,824.2,172.0,135.29999999999995,85.19999999999999,1,1,1.0
12,2,307.95,0.0,395.00000000000006,111.23,1,1,1.0
12,3,92.5,0.0,242.60000000000002,62.66,1,1,1.0
13,4,781.25,161.85,178.5,102.25000000000003,1,1,1.0
13,2,307.78,0.0,395.14,111.1,1,1,1.0
13,3,92.5,0.0,242.60000000000002,62.42,1,1,1.0
14,4,738.29,151.7,221.71000000000004,119.30000000000001,1,1,1.0
14,2,307.61,0.0,395.28999999999996,110.96,1,1,1.0
14,3,92.5,0.0,242.60000000000002,62.18,1,1,1.0
15,4,699.36,144.4,260.64,114.49999999999997,1,1,1.0
15,2,307.44,0.0,395.43,110.83,1,1,1.0
15,3,92.5,0.0,242.60000000000002,61.94,1,1,1.0
16,4,660.43,137.1,260.62,111.55000000000001,1,1,1.0
16,5,0.0,163.55,55.26,89.26999999999998,1,1,1.0
16,2,307.26,0.0,395.58000000000004,110.69,1,1,1.0
16,3,92.5,0.0,242.60000000000002,61.7,1,1,1.0
17,4,621.5,129.8,260.6,108.6,1,1,1.0
17,5,0.41,167.04,76.60000000000001,99.51000000000002,1,1,1.0
17,2,307.09,0.0,395.7300000000001,110.56,1,1,1.0
17,3,92.5,0.0,242.38,61.66,1,1,1.0
18,4,584.4,124.74,246.30000000000007,102.86,1,1,1.0
18,5,0.82,170.52,97.93,109.74999999999997,1,1,1.0
18,2,306.92,0.0,395.86999999999995,110.42,1,1,1.0
18,3,92.5,0.0,242.16000000000003,61.63,1,1,1.0
19,4,547.1,119.69,245.07999999999993,99.97999999999999,1,1,1.0
19,5,1.23,174.01,119.27,119.99000000000001,1,1,1.0
19,2,306.75,0.0,396.01,110.29,1,1,1.0
19,3,92.5,0.0,241.95,61.59,1,1,1.0
20,4,518.6,114.63,231.39,96.80000000000001,1,1,1.0
20,5,1.03,182.41,143.87,125.52000000000001,1,1,1.0
20,2,306.57,0.0,396.17,110.15,1,1,1.0
20,3,92.5,0.0,241.73000000000002,61.55,1,1,1.0
21,4,490.11,109.57,217.68999999999994,93.63,1,1,1.0
21,5,0.82,190.8,168.48000000000002,131.07,1,1,1.0
21,2,306.4,0.0,396.31000000000006,110.02,1,1,1.0
21,3,92.5,0.0,241.51,61.52,1,1,1.0
22,4,461.61,104.51,210.12,90.96,1,1,1.0
22,5,0.62,199.2,193.07999999999998,136.60000000000002,1,1,1.0
22,2,306.23,0.0,396.46000000000004,109.88,1,1,1.0
22,3,92.5,0.0,241.29000000000002,61.48,1,1,1.0
23,4,433.11,99.46,202.55999999999995,88.27,1,1,1.0
23,5,15.35,205.37,212.15,143.93,1,1,1.0
23,2,306.06,0.0,396.59999999999997,109.75,1,1,1.0
23,3,92.5,0.0,241.07,61.45,1,1,1.0
24,4,404.62,94.4,194.98000000000002,85.6,1,1,1.0
24,5,40.11,216.25,228.16999999999996,154.25,1,1,1.0
24,2,305.88,0.0,396.75,109.61,1,1,1.0
24,3,92.5,0.0,240.85000000000002,61.41,1,1,1.0
25,4,378.51,90.49,190.53999999999996,81.56000000000002,1,1,1.0
25,5,64.88,227.13,244.17000000000002,164.57,1,1,1.0
25,2,305.71,0.0,396.90000000000003,109.48,1,1,1.0
25,3,92.5,0.0,240.64,61.37,1,1,1.0
26,4,352.4,86.57,186.10000000000002,77.53,1,1,1.0
26,5,89.64,238.02,260.19,174.87999999999997,1,1,1.0
26,2,305.54,0.0,397.04,109.34,1,1,1.0
26,3,92.5,0.0,240.42000000000002,61.34,1,1,1.0
27,4,332.34,82.66,179.92000000000002,76.03999999999999,1,1,1.0
27,5,114.41,248.9,276.19000000000005,185.20000000000002,1,1,1.0
27,2,305.37,0.0,397.17999999999995,109.21,1,1,1.0
27,3,92.5,0.0,240.2,61.3,1,1,1.0
28,4,312.27,78.74,173.75,74.56000000000002,1,1,1.0
28,5,147.86,264.33,298.96999999999997,198.0,1,1,1.0
28,2,305.19,0.0,397.34,109.07,1,1,1.0
28,3,92.79,0.0,239.90999999999997,60.85,1,1,1.0
29,4,292.21,74.83,167.57,73.07000000000001,1,1,1.0
29,5,181.32,279.77,321.75,210.8,1,1,1.0
29,6,912.1,169.19,47.89999999999998,84.71000000000001,1,1,1.0
29,2,305.02,0.0,397.48,108.94,1,1,1.0
29,3,93.08,0.0,239.62,60.4,1,1,1.0
30,4,272.15,70.91,161.39000000000004,71.59,1,1,1.0
30,5,214.78,295.2,344.52,223.59999999999997,1,1,1.0
30,6,865.11,166.3,94.88999999999999,79.1,1,1,1.0
30,2,304.85,0.0,397.63,108.8,1,1,1.0
30,3,93.36,0.0,239.33999999999997,59.95,1,1,1.0
31,4,252.08,67.0,155.22,70.1,1,1,1.0
31,5,259.15,313.0,372.98,212.87,1,1,1.0
31,6,818.11,153.15,141.89,94.4,1,1,1.0
31,2,304.68,0.0,397.77000000000004,108.67,1,1,1.0
31,3,93.65,0.0,239.04999999999998,59.5,1,1,1.0
32,4,233.54,63.85,149.81000000000003,69.20000000000002,1,1,1.0
32,5,303.53,330.8,401.44000000000005,202.12999999999994,1,1,1.0
32,6,771.1,140.0,188.89999999999998,109.69999999999999,1,1,1.0
32,2,304.5,0.0,397.91999999999996,108.53,1,1,1.0
32,3,93.94,0.0,238.76,59.05,1,1,1.0
33,4,215.0,60.7,144.39999999999998,68.3,1,1,1.0
33,5,347.9,348.6,429.9,191.39999999999998,1,1,1.0
33,6,729.1,131.5,230.89999999999998,111.80000000000001,1,1,1.0
33,2,304.33,0.0,398.07,108.4,1,1,1.0
33,3,94.23,0.0,238.46999999999997,58.6,1,1,1.0
